run_id,method_family,seed_value,corruption_fraction,confidence,n_targeted_forbidden_edges,mean_abs_w_targeted_forbidden_edges,fraction_targeted_forbidden_above_threshold,mean_abs_w_non_targeted_edges,edge_count_from_thresholded_adjacency
hard_exclusion__main_evaluation__seed505__cfgc14525c054c5,hard_exclusion,505,0.4,,10,0.0,0.0,0.10674957164169677,11
hard_exclusion__main_evaluation__seed506__cfg35907a719331,hard_exclusion,506,0.8,,10,0.0,0.0,0.09146413595399991,12
hard_exclusion__main_evaluation__seed506__cfg6d8f76185a5e,hard_exclusion,506,0.6,,10,0.0,0.0,0.09279340047816267,12
hard_exclusion__main_evaluation__seed506__cfg7692405e891e,hard_exclusion,506,0.4,,10,0.0,0.0,0.09339189775539378,11
hard_exclusion__main_evaluation__seed506__cfg859050231404,hard_exclusion,506,0.0,,10,0.0,0.0,0.08713697187899175,8
hard_exclusion__main_evaluation__seed506__cfg899729aa1d3d,hard_exclusion,506,0.2,,10,0.0,0.0,0.0933754110363471,12
hard_exclusion__main_evaluation__seed507__cfg3b89134d25bb,hard_exclusion,507,0.8,,10,0.0,0.0,0.1071840745437439,12
hard_exclusion__main_evaluation__seed507__cfg5b418a92cdc4,hard_exclusion,507,0.4,,10,0.0,0.0,0.11050998782120516,12
hard_exclusion__main_evaluation__seed507__cfg5b576a0d737b,hard_exclusion,507,0.6,,10,0.0,0.0,0.10812838865890503,13
hard_exclusion__main_evaluation__seed507__cfg80134065c244,hard_exclusion,507,0.2,,10,0.0,0.0,0.10680561834441744,13
hard_exclusion__main_evaluation__seed507__cfge14c9e5c644f,hard_exclusion,507,0.0,,10,0.0,0.0,0.10766578741886208,13
matched_l1__main_evaluation__seed501__cfg0642a8dad897,matched_l1,501,,,,,,,11
matched_l1__main_evaluation__seed502__cfg67aa5142e677,matched_l1,502,,,,,,,12
matched_l1__main_evaluation__seed503__cfg6f27d18c97a3,matched_l1,503,,,,,,,13
matched_l1__main_evaluation__seed504__cfga835bc50744d,matched_l1,504,,,,,,,9
matched_l1__main_evaluation__seed505__cfg6e9a51275319,matched_l1,505,,,,,,,11
matched_l1__main_evaluation__seed506__cfgfa4b0ffb88e7,matched_l1,506,,,,,,,9
matched_l1__main_evaluation__seed507__cfg9c2256db7325,matched_l1,507,,,,,,,14
prior_free__main_evaluation__seed501__cfg11a0cbd62cc0,prior_free,501,,,,,,,11
prior_free__main_evaluation__seed502__cfg81d40259a27c,prior_free,502,,,,,,,12
prior_free__main_evaluation__seed503__cfg240206a765ea,prior_free,503,,,,,,,13
prior_free__main_evaluation__seed504__cfg87ac619df789,prior_free,504,,,,,,,9
prior_free__main_evaluation__seed505__cfgd132b6f61dc2,prior_free,505,,,,,,,11
prior_free__main_evaluation__seed506__cfgfcc7934d90b9,prior_free,506,,,,,,,9
prior_free__main_evaluation__seed507__cfgf15cf5afc2a1,prior_free,507,,,,,,,14
soft_frobenius__main_evaluation__seed501__cfg0defb9035b14,soft_frobenius,501,0.6,0.5,10,0.022153286564670492,0.0,0.09325013975310595,11
soft_frobenius__main_evaluation__seed501__cfg109717ed0506,soft_frobenius,501,0.2,0.75,10,0.04321289735680552,0.0,0.0838054913283158,9
soft_frobenius__main_evaluation__seed501__cfg18e255c333e5,soft_frobenius,501,0.0,0.25,10,0.0899200349129298,0.1,0.08088305595765426,10
soft_frobenius__main_evaluation__seed501__cfg37e0d7384719,soft_frobenius,501,0.2,0.5,10,0.051811346339780885,0.1,0.08403997279130093,10
soft_frobenius__main_evaluation__seed501__cfg41498788729f,soft_frobenius,501,0.8,0.25,10,0.04256425265578857,0.1,0.08745570744060152,11
soft_frobenius__main_evaluation__seed501__cfg450b4b3495c8,soft_frobenius,501,0.0,0.0,10,0.11868272635218347,0.2,0.08216082653644301,11
soft_frobenius__main_evaluation__seed501__cfg5d9feed0060a,soft_frobenius,501,0.2,0.0,10,0.09119481452783508,0.2,0.08559681551448657,11
soft_frobenius__main_evaluation__seed501__cfg6baca689c8b4,soft_frobenius,501,0.2,1.0,10,0.0370020139551541,0.0,0.08362778747614312,8
soft_frobenius__main_evaluation__seed501__cfg6ed4d338a3de,soft_frobenius,501,0.0,1.0,10,0.05545347573312156,0.0,0.0797172779025987,8
soft_frobenius__main_evaluation__seed501__cfg70b8cf4273fd,soft_frobenius,501,0.8,0.75,10,0.028069893329447655,0.0,0.08594684912276929,10
soft_frobenius__main_evaluation__seed501__cfg78a1c77530be,soft_frobenius,501,0.4,0.5,10,0.08248615132277719,0.2,0.07961678135150789,10
soft_frobenius__main_evaluation__seed501__cfg8b6b55d99253,soft_frobenius,501,0.2,0.25,10,0.06540401653053343,0.1,0.08447406316716916,10
soft_frobenius__main_evaluation__seed501__cfg91555d28fcdc,soft_frobenius,501,0.6,1.0,10,0.018480756575119033,0.0,0.09306449523225968,11
soft_frobenius__main_evaluation__seed501__cfg9a7545052a8b,soft_frobenius,501,0.8,0.0,10,0.060781955842619514,0.1,0.0893984228501385,11
soft_frobenius__main_evaluation__seed501__cfga7819e486e79,soft_frobenius,501,0.8,0.5,10,0.03358510514149489,0.1,0.08651070245816607,11
soft_frobenius__main_evaluation__seed501__cfgc164f9281e0d,soft_frobenius,501,0.4,0.25,10,0.10164436416804457,0.2,0.07954531561737077,10
soft_frobenius__main_evaluation__seed501__cfgd5176ab4c9fd,soft_frobenius,501,0.4,1.0,10,0.06043333988751004,0.0,0.07988167465076254,7
soft_frobenius__main_evaluation__seed501__cfgd813a38006d4,soft_frobenius,501,0.8,1.0,10,0.024104992654053695,0.0,0.08553652531512171,9
soft_frobenius__main_evaluation__seed501__cfgd82c407bf7b6,soft_frobenius,501,0.0,0.75,10,0.06331397909592124,0.0,0.07996884770092286,9
