method_family,corruption_fraction,confidence,intervention_id,target_node,value_raw,n,mean_mmd,std_mmd,median_mmd,min_mmd,max_mmd
matched_l1,,,do_X7_pos2,7,2.0,7,0.1010128701791314,0.09342256160879152,0.08963015602666385,0.007670988990831795,0.28836056704528706
matched_l1,,,do_X8_neg2,8,-2.0,7,0.056418711860067645,0.030382715768764515,0.05575884889264948,0.013984039285352412,0.11126216741794354
matched_l1,,,do_X8_pos2,8,2.0,7,0.05224754700472665,0.022132188774009975,0.053350138342991626,0.01786796832181825,0.08755063273529351
matched_l1,,,do_X9_neg2,9,-2.0,7,0.0932243784847097,0.08561361605346166,0.046124574770044446,0.0049240432119767585,0.24083037685550845
matched_l1,,,do_X9_pos2,9,2.0,7,0.10130105932019051,0.0956599852345151,0.04710942154950337,0.002331953390072805,0.25131586248230703
prior_free,,,do_X0_neg2,0,-2.0,7,0.05594069930821539,0.06338449648155135,0.016550977561165414,0.005060153524403199,0.17134759902621477
prior_free,,,do_X0_pos2,0,2.0,7,0.05695894088685521,0.07065519240573015,0.013611510423148288,0.006337362608691444,0.19852497368019478
prior_free,,,do_X1_neg2,1,-2.0,7,0.07873978106456254,0.0847299601581783,0.06092999265283516,0.01194479904136203,0.25941098936960033
prior_free,,,do_X1_pos2,1,2.0,7,0.07801220403296097,0.09221273355206484,0.06445486153480257,0.005335453515035171,0.27547816652416857
prior_free,,,do_X2_neg2,2,-2.0,7,0.05780957227018516,0.04952453880360655,0.061174843411948676,0.006585098166511039,0.13428897694216219
prior_free,,,do_X2_pos2,2,2.0,7,0.061046207646412484,0.05423594662748239,0.05995367739291718,0.009213575359949988,0.14847065071994642
prior_free,,,do_X3_neg2,3,-2.0,7,0.14551783793059817,0.19009042134892898,0.09080505072090256,0.03521740162632109,0.5702398142481446
prior_free,,,do_X3_pos2,3,2.0,7,0.13897755395034275,0.1791523485811305,0.0713811947181408,0.03630397260062995,0.5381666779169314
prior_free,,,do_X4_neg2,4,-2.0,7,0.12993002782837204,0.09240825520585216,0.07837473354650731,0.03304932858261861,0.24719950206741342
prior_free,,,do_X4_pos2,4,2.0,7,0.12922140628853845,0.09192806900067096,0.0846929003211419,0.036573824103386665,0.2520014928873187
prior_free,,,do_X5_neg2,5,-2.0,7,0.23085960170738917,0.25363994040544713,0.10589203598475899,0.01561283789393142,0.5809484930197226
prior_free,,,do_X5_pos2,5,2.0,7,0.23686444682971078,0.2538783576296968,0.10180138219476736,0.019390003731193872,0.597427872521245
prior_free,,,do_X6_neg2,6,-2.0,7,0.2614613323896841,0.2522826849030997,0.22232726896177646,0.03948954146548478,0.6436951135283709
prior_free,,,do_X6_pos2,6,2.0,7,0.25681617453819205,0.22851595365357577,0.2432559681585137,0.04673198004546614,0.6023127716216845
prior_free,,,do_X7_neg2,7,-2.0,7,0.0941980526975869,0.07670242794705513,0.08759476487801038,0.007642754339354185,0.23591122968597678
prior_free,,,do_X7_pos2,7,2.0,7,0.1010128701791314,0.09342256160879152,0.08963015602666385,0.007670988990831795,0.28836056704528706
prior_free,,,do_X8_neg2,8,-2.0,7,0.056418711860067645,0.030382715768764515,0.05575884889264948,0.013984039285352412,0.11126216741794354
prior_free,,,do_X8_pos2,8,2.0,7,0.05224754700472665,0.022132188774009975,0.053350138342991626,0.01786796832181825,0.08755063273529351
prior_free,,,do_X9_neg2,9,-2.0,7,0.0932243784847097,0.08561361605346166,0.046124574770044446,0.0049240432119767585,0.24083037685550845
prior_free,,,do_X9_pos2,9,2.0,7,0.10130105932019051,0.0956599852345151,0.04710942154950337,0.002331953390072805,0.25131586248230703
soft_frobenius,0.0,0.0,do_X0_neg2,0,-2.0,7,0.05594069930821539,0.06338449648155135,0.016550977561165414,0.005060153524403199,0.17134759902621477
soft_frobenius,0.0,0.0,do_X0_pos2,0,2.0,7,0.05695894088685521,0.07065519240573015,0.013611510423148288,0.006337362608691444,0.19852497368019478
soft_frobenius,0.0,0.0,do_X1_neg2,1,-2.0,7,0.07873978106456254,0.0847299601581783,0.06092999265283516,0.01194479904136203,0.25941098936960033
soft_frobenius,0.0,0.0,do_X1_pos2,1,2.0,7,0.07801220403296097,0.09221273355206484,0.06445486153480257,0.005335453515035171,0.27547816652416857
soft_frobenius,0.0,0.0,do_X2_neg2,2,-2.0,7,0.05780957227018516,0.04952453880360655,0.061174843411948676,0.006585098166511039,0.13428897694216219
soft_frobenius,0.0,0.0,do_X2_pos2,2,2.0,7,0.061046207646412484,0.05423594662748239,0.05995367739291718,0.009213575359949988,0.14847065071994642
soft_frobenius,0.0,0.0,do_X3_neg2,3,-2.0,7,0.14551783793059817,0.19009042134892898,0.09080505072090256,0.03521740162632109,0.5702398142481446
soft_frobenius,0.0,0.0,do_X3_pos2,3,2.0,7,0.13897755395034275,0.1791523485811305,0.0713811947181408,0.03630397260062995,0.5381666779169314
soft_frobenius,0.0,0.0,do_X4_neg2,4,-2.0,7,0.12993002782837204,0.09240825520585216,0.07837473354650731,0.03304932858261861,0.24719950206741342
soft_frobenius,0.0,0.0,do_X4_pos2,4,2.0,7,0.12922140628853845,0.09192806900067096,0.0846929003211419,0.036573824103386665,0.2520014928873187
soft_frobenius,0.0,0.0,do_X5_neg2,5,-2.0,7,0.23085960170738917,0.25363994040544713,0.10589203598475899,0.01561283789393142,0.5809484930197226
soft_frobenius,0.0,0.0,do_X5_pos2,5,2.0,7,0.23686444682971078,0.2538783576296968,0.10180138219476736,0.019390003731193872,0.597427872521245
