run_id,method_family,seed_value,corruption_fraction,confidence,n_targeted_forbidden_edges,mean_abs_w_targeted_forbidden_edges,fraction_targeted_forbidden_above_threshold,mean_abs_w_non_targeted_edges,edge_count_from_thresholded_adjacency
soft_frobenius__main_evaluation__seed506__cfg70f59de8821b,soft_frobenius,506,0.0,0.25,10,0.03314850198875998,0.1,0.12762473056491488,14
soft_frobenius__main_evaluation__seed506__cfg88a554cb93c4,soft_frobenius,506,0.6,0.5,10,0.04414564129001476,0.0,0.12456056122626191,13
soft_frobenius__main_evaluation__seed506__cfg99c5c7b1914e,soft_frobenius,506,0.8,0.75,10,0.12978759854497224,0.2,0.10477541750701225,14
soft_frobenius__main_evaluation__seed506__cfga2d241bb128b,soft_frobenius,506,0.4,1.0,10,0.09888846395613646,0.2,0.11780774257527966,14
soft_frobenius__main_evaluation__seed506__cfgb2a66c774269,soft_frobenius,506,0.0,0.75,10,0.025097646908484695,0.0,0.12833684703551002,13
soft_frobenius__main_evaluation__seed506__cfgb50b6db29153,soft_frobenius,506,0.2,1.0,10,0.09508663531795052,0.1,0.11398883187139978,13
soft_frobenius__main_evaluation__seed506__cfgb7b635e1c386,soft_frobenius,506,0.2,0.75,10,0.10534410621848758,0.1,0.11328992237415099,13
soft_frobenius__main_evaluation__seed506__cfgc69b76c7de51,soft_frobenius,506,0.2,0.5,10,0.11805716346783543,0.1,0.11269222843149448,13
soft_frobenius__main_evaluation__seed506__cfgcfecd6a0c740,soft_frobenius,506,0.8,0.0,10,0.2655526535177629,0.3,0.09883028061476032,14
soft_frobenius__main_evaluation__seed506__cfgdae317cf0f84,soft_frobenius,506,0.8,0.5,10,0.1581154125533513,0.2,0.10141737414094151,13
soft_frobenius__main_evaluation__seed506__cfgdc147acf09fc,soft_frobenius,506,0.8,0.25,10,0.1964598378323535,0.2,0.09901136800976917,13
soft_frobenius__main_evaluation__seed506__cfgdefcb7bec032,soft_frobenius,506,0.6,0.0,10,0.06015122110510603,0.1,0.12450545966634241,14
soft_frobenius__main_evaluation__seed506__cfge4fcc38a1146,soft_frobenius,506,0.6,0.25,10,0.050937477401427754,0.1,0.12453343822088633,14
soft_frobenius__main_evaluation__seed506__cfge73d13b38ee1,soft_frobenius,506,0.6,1.0,10,0.03348629041581759,0.0,0.12483460736273977,13
soft_frobenius__main_evaluation__seed506__cfgf119c5fc1a1e,soft_frobenius,506,0.6,0.75,10,0.038708433264199114,0.0,0.12462276867205713,13
soft_frobenius__main_evaluation__seed506__cfgf77d35cd7e2e,soft_frobenius,506,0.0,1.0,10,0.02219084905465581,0.0,0.1286628492999713,13
soft_frobenius__main_evaluation__seed506__cfgfce8e435af1c,soft_frobenius,506,0.2,0.0,10,0.152449596674876,0.2,0.11296816272012115,14
soft_frobenius__main_evaluation__seed507__cfg00b6103c74d4,soft_frobenius,507,0.8,0.75,10,0.16788837431704756,0.3,0.11484457843565399,20
soft_frobenius__main_evaluation__seed507__cfg1347f4e604c4,soft_frobenius,507,0.4,0.25,10,0.03136730057368626,0.0,0.14225503189280347,18
soft_frobenius__main_evaluation__seed507__cfg1772731f8481,soft_frobenius,507,0.0,0.25,10,0.023318348830672356,0.0,0.1431300001441082,17
soft_frobenius__main_evaluation__seed507__cfg1dbbc535cfe6,soft_frobenius,507,0.2,0.5,10,0.04397140201031925,0.1,0.1403304581872528,19
soft_frobenius__main_evaluation__seed507__cfg2fc552138228,soft_frobenius,507,0.2,0.0,10,0.0570853113064441,0.1,0.13901747687511906,18
soft_frobenius__main_evaluation__seed507__cfg319af6d2ed6d,soft_frobenius,507,0.0,0.5,10,0.016197803929242697,0.0,0.14395113758589054,18
soft_frobenius__main_evaluation__seed507__cfg3ac7361ffb9d,soft_frobenius,507,0.2,0.25,10,0.04969607205480096,0.1,0.1397433323932266,19
soft_frobenius__main_evaluation__seed507__cfg4ff72f2bdcff,soft_frobenius,507,0.4,0.5,10,0.020810670252264227,0.0,0.1436322330577634,19
soft_frobenius__main_evaluation__seed507__cfg692d640f7ae2,soft_frobenius,507,0.6,1.0,10,0.035590908106108904,0.0,0.14721923186520827,20
soft_frobenius__main_evaluation__seed507__cfg6dc66a0a9dfb,soft_frobenius,507,0.6,0.25,10,0.09176601488312056,0.1,0.13316531282604374,17
soft_frobenius__main_evaluation__seed507__cfg71a603f50bd9,soft_frobenius,507,0.8,0.5,10,0.20882764545202365,0.4,0.11180037456990019,19
soft_frobenius__main_evaluation__seed507__cfg72cb1560d313,soft_frobenius,507,0.0,0.75,10,0.012921271033765159,0.0,0.14430276610282072,18
soft_frobenius__main_evaluation__seed507__cfg7b731a9df859,soft_frobenius,507,0.6,0.5,10,0.0676737711539931,0.1,0.1361346339413152,19
soft_frobenius__main_evaluation__seed507__cfg87bfef738474,soft_frobenius,507,0.4,0.0,10,0.0627633132487449,0.1,0.13830772663233146,18
soft_frobenius__main_evaluation__seed507__cfg9c4ccaec2797,soft_frobenius,507,0.0,0.0,10,0.049915667444153454,0.1,0.1399136823579054,18
soft_frobenius__main_evaluation__seed507__cfga748b888da62,soft_frobenius,507,0.2,0.75,10,0.03940245223793762,0.1,0.1408280868484987,19
soft_frobenius__main_evaluation__seed507__cfga898061eac19,soft_frobenius,507,0.2,1.0,10,0.02640992615963179,0.0,0.14254491218299406,19
soft_frobenius__main_evaluation__seed507__cfgcbcf6e8d8fb3,soft_frobenius,507,0.4,0.75,10,0.016114523258321887,0.0,0.14420767526951733,19
soft_frobenius__main_evaluation__seed507__cfgce54fcd9e060,soft_frobenius,507,0.4,1.0,10,0.013320955214170423,0.0,0.14453804805119877,19
soft_frobenius__main_evaluation__seed507__cfgd3b733b2aa6f,soft_frobenius,507,0.6,0.75,10,0.054379770669520044,0.1,0.13773321892368168,19
soft_frobenius__main_evaluation__seed507__cfge308052b3b73,soft_frobenius,507,0.8,0.0,10,0.30179516605288936,0.4,0.1084287450318134,18
soft_frobenius__main_evaluation__seed507__cfge8cb9b408853,soft_frobenius,507,0.6,0.0,10,0.14359346647510404,0.2,0.12820395747903657,18
soft_frobenius__main_evaluation__seed507__cfgf4c31a11f2a3,soft_frobenius,507,0.8,1.0,10,0.14432244264102126,0.1,0.12266442226400161,19
soft_frobenius__main_evaluation__seed507__cfgf87690d5412b,soft_frobenius,507,0.0,1.0,10,0.010829680129392196,0.0,0.1445131593283853,18
soft_frobenius__main_evaluation__seed507__cfgfe083fdc23cb,soft_frobenius,507,0.8,0.25,10,0.24708996204003464,0.4,0.10906275752894212,18
